Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
116240,办公室主任,5,5,165,,34,0.1175%,
116587,不得不面对,5,5,166,,188,0.6499%,
116875,发现自己的,5,5,167,,24,0.0830%,
116953,年参演电影,5,5,168,,422,1.4588%,
117027,晋江文学网,5,5,169,,61,0.2109%,
117057,让我们一起,5,5,170,,366,1.2653%,
117102,移动互联网,5,5,171,,102,0.3526%,
117121,国家和地区,5,5,172,,14,0.0484%,
117154,不同程度的,5,5,173,,131,0.4529%,
117325,专业委员会,5,5,174,,82,0.2835%,
117370,证券交易所,5,5,175,,11,0.0380%,
117372,进一步完善,5,5,176,,67,0.2316%,
117502,月参加工作,5,5,177,,15,0.0519%,
117538,新中国成立,5,5,178,,3,0.0104%,
117606,互联网金融,5,5,179,,29,0.1003%,
117704,危险化学品,5,5,180,,49,0.1694%,
117861,现实生活中,5,5,181,,8,0.0277%,
118033, 起点中文网,6,5,182,,126,0.4356%,
118103,中央电视台,5,5,183,,77,0.2662%,
118175,根据自己的,5,5,184,,81,0.2800%,
118248,我们都知道,5,5,185,,7,0.0242%,
118434,及以上学历,5,5,186,,68,0.2351%,
118574,党的十九大,5,5,187,,34,0.1175%,
118598,经济的发展,5,5,188,,15,0.0519%,
118685,最大限度地,5,5,189,,14,0.0484%,
118787,住房公积金,5,5,190,,46,0.1590%,
118806,广泛应用于,5,5,191,,164,0.5669%,
118976,中全会精神,5,5,192,,6,0.0207%,
119062,重点实验室,5,5,193,,49,0.1694%,
119140,经济开发区,5,5,194,,1,0.0035%,
119196,新闻发布会,5,5,195,,69,0.2385%,
119201,一定要注意,5,5,196,,3,0.0104%,
119417,到底是什么,5,5,197,,309,1.0682%,
119440,解决的问题,5,5,198,,3,0.0104%,
119481,博士生导师,5,5,199,,32,0.1106%,
119489,房地产市场,5,5,200,,1,0.0035%,
119541,变得越来越,5,5,201,,62,0.2143%,
119557,为客户提供,5,5,202,,128,0.4425%,
119634,自己的孩子,5,5,203,,241,0.8331%,
119658,必不可少的,5,5,204,,97,0.3353%,
119902,中西医结合,5,5,205,,202,0.6983%,
120099,亿元人民币,5,5,206,,68,0.2351%,
120109,基层党组织,5,5,207,,87,0.3008%,
120286,企业所得税,5,5,208,,9,0.0311%,
120332,工作的通知,5,5,209,,9,0.0311%,
120388,自然保护区,5,5,210,,3,0.0104%,
120434,某种程度上,5,5,211,,20,0.0691%,
120443,的生活方式,5,5,212,,72,0.2489%,
120649,来源于网络,5,5,213,,7,0.0242%,
120698,技术的发展,5,5,214,,3,0.0104%,
120994,党的十九届,5,5,215,,20,0.0691%,
121051,主要集中在,5,5,216,,8,0.0277%,
121146, 上选择浏览,6,5,217,,111,0.3837%,
121299,不错的选择,5,5,218,,35,0.1210%,
121310,自己的生活,5,5,219,,1,0.0035%,
121405,自己喜欢的,5,5,220,,85,0.2938%,
121431,的重要因素,5,5,221,,49,0.1694%,
121497,一起来看看,5,5,222,,114,0.3941%,
121618,随着时间的,5,5,223,,165,0.5704%,
121672,中医药大学,5,5,224,,43,0.1487%,
121674,人均纯收入,5,5,225,,89,0.3077%,
121695,发展改革委,5,5,226,,73,0.2524%,
121833,并不意味着,5,5,227,,103,0.3561%,
122004,总建筑面积,5,5,228,,44,0.1521%,
122008,首席执行官,5,5,229,,107,0.3699%,
122145,糖尿病患者,5,5,230,,59,0.2040%,
122165,主要负责人,5,5,231,,3,0.0104%,
122166,土地使用权,5,5,232,,104,0.3595%,
122365,我们的生活,5,5,233,,20,0.0691%,
122446,含有丰富的,5,5,234,,64,0.2212%,
122604,市场监管局,5,5,235,,7,0.0242%,
122676,科学发展观,5,5,236,,3,0.0104%,
122678,笔记本电脑,5,5,237,,38,0.1314%,
122743,晋江文学城,5,5,238,,1,0.0035%,
122850,是什么样的,5,5,239,,6,0.0207%,
122852,广播电视台,5,5,240,,21,0.0726%,
122895,具有较强的,5,5,241,,62,0.2143%,
122920,理论与实践,5,5,242,,157,0.5427%,
122997,坚实的基础,5,5,243,,43,0.1487%,
123011,核心竞争力,5,5,244,,52,0.1798%,
123083,的重要内容,5,5,245,,1,0.0035%,
123088,主要是因为,5,5,246,,39,0.1348%,
123092,发展中国家,5,5,247,,5,0.0173%,
123134,工业出版社,5,5,248,,1,0.0035%,
123290,具有重要的,5,5,249,,1,0.0035%,
123304,提供了一个,5,5,250,,522,1.8045%,
123307,委员会主任,5,5,251,,1,0.0035%,
123453,到目前为止,5,5,252,,40,0.1383%,
123662,传统文化的,5,5,253,,11,0.0380%,
123719,自己的想法,5,5,254,,6,0.0207%,
123755,村民委员会,5,5,255,,5,0.0173%,
123773,突如其来的,5,5,256,,202,0.6983%,
123875,个人所得税,5,5,257,,3,0.0104%,
123897,以实际行动,5,5,258,,56,0.1936%,
123931,数字化转型,5,5,259,,175,0.6050%,
123965,高校毕业生,5,5,260,,72,0.2489%,
124043,区人民政府,5,5,261,,1,0.0035%,
124124,可再生能源,5,5,262,,51,0.1763%,
124201,因素的影响,5,5,263,,62,0.2143%,
124214,党的十八大,5,5,264,,41,0.1417%,
124295,市委副书记,5,5,265,,5,0.0173%,
124305,文化和旅游,5,5,266,,77,0.2662%,
124307, 出版的图书,6,5,267,,14,0.0484%,
124388,专业合作社,5,5,268,,19,0.0657%,
124431,民事诉讼法,5,5,269,,40,0.1383%,
124456,壮族自治区,5,5,270,,13,0.0449%,
124659,符合条件的,5,5,271,,91,0.3146%,
124707,独一无二的,5,5,272,,29,0.1003%,
124906,都有自己的,5,5,273,,3,0.0104%,
124949,主要体现在,5,5,274,,162,0.5600%,
124953,用实际行动,5,5,275,,1,0.0035%,
125117,残疾人就业,5,5,276,,165,0.5704%,
125287,的方式进行,5,5,277,,38,0.1314%,
125316,比上年增长,5,5,278,,146,0.5047%,
125494,水平的提高,5,5,279,,16,0.0553%,
125518,计算机网络,5,5,280,,149,0.5151%,
125520,占总收入的,5,5,281,,26,0.0899%,
125523,并组织实施,5,5,282,,13,0.0449%,
125533,碳水化合物,5,5,283,,17,0.0588%,
125575,管理委员会,5,5,284,,1,0.0035%,
125644,养成良好的,5,5,285,,4,0.0138%,
125750,是怎么回事,5,5,286,,66,0.2282%,
125948,习近平同志,5,5,287,,3,0.0104%,
126107,单位和个人,5,5,288,,5,0.0173%,
126257,教育出版社,5,5,289,,1,0.0035%,
126346,产业的发展,5,5,290,,22,0.0761%,
126381,项目负责人,5,5,291,,1,0.0035%,
126437,我也不知道,5,5,292,,190,0.6568%,
126483,进一步增强,5,5,293,,6,0.0207%,
126497,这样的情况,5,5,294,,43,0.1487%,
126572,具有较高的,5,5,295,,14,0.0484%,
126586,科学研究院,5,5,296,,8,0.0277%,
126625,国家统计局,5,5,297,,3,0.0104%,
126766,自己的人生,5,5,298,,8,0.0277%,
126786,具有很强的,5,5,299,,6,0.0207%,
126918,副主任医师,5,5,300,,6,0.0207%,
126952,钢筋混凝土,5,5,301,,44,0.1521%,
127050,十分重要的,5,5,302,,10,0.0346%,
127066,可能会导致,5,5,303,,83,0.2869%,
127126,网易云音乐,5,5,304,,63,0.2178%,
127247,的重要原因,5,5,305,,1,0.0035%,
127271,的主要内容,5,5,306,,3,0.0104%,
127288,是一个非常,5,5,307,,16,0.0553%,
127303,的一致好评,5,5,308,,40,0.1383%,
127358,意见和建议,5,5,309,,109,0.3768%,
127378,内容由网友,5,5,310,,76,0.2627%,
99551,引用日期,4,4,311,,89,0.3077%,
99924, 参考资料,5,4,312,,67,0.2316%,
101366,下载原图,4,4,313,,30,0.1037%,
101630,内容简介,4,4,314,,32,0.1106%,
101639,问题描述,4,4,315,,30,0.1037%,
101963,的情况下,4,4,316,,1,0.0035%,
102068, 内容简介,5,4,317,,8,0.0277%,
102802,的基础上,4,4,318,,1,0.0035%,
102846,另一方面,4,4,319,,32,0.1106%,
102941, 成立时间,5,4,320,,8,0.0277%,
103080,的过程中,4,4,321,,3,0.0104%,
103839,我们可以,4,4,322,,63,0.2178%,
103890, 公司名称,5,4,323,,156,0.5393%,
103974,这是一个,4,4,324,,17,0.0588%,
104035, 总部地点,5,4,325,,13,0.0449%,
104185,解决方案,4,4,326,,50,0.1728%,
104288,充分发挥,4,4,327,,46,0.1590%,
104332,可以通过,4,4,328,,17,0.0588%,
104397,也就是说,4,4,329,,48,0.1659%,
104408,同比增长,4,4,330,,4,0.0138%,
104486,师范大学,4,4,331,,4,0.0138%,
104586,知识产权,4,4,332,,53,0.1832%,
104616,电子商务,4,4,333,,10,0.0346%,
104668,人工智能,4,4,334,,31,0.1072%,
104813,科学技术,4,4,335,,1,0.0035%,
104866,服务中心,4,4,336,,17,0.0588%,
104913,上市公司,4,4,337,,4,0.0138%,
105004,没有任何,4,4,338,,152,0.5255%,
105052,乡村振兴,4,4,339,,16,0.0553%,
105152,人民群众,4,4,340,,1,0.0035%,
105178,澳大利亚,4,4,341,,120,0.4148%,
105220,贯彻落实,4,4,342,,43,0.1487%,
105239,作为一个,4,4,343,,23,0.0795%,
105266,可以看出,4,4,344,,4,0.0138%,
105299,信息技术,4,4,345,,1,0.0035%,
105319,这个时候,4,4,346,,40,0.1383%,
105332,有关部门,4,4,347,,8,0.0277%,
105429,产业发展,4,4,348,,1,0.0035%,
105436,第一时间,4,4,349,,167,0.5773%,
105551,什么时候,4,4,350,,1,0.0035%,
105555,高速公路,4,4,351,,6,0.0207%,
105573,改革开放,4,4,352,,6,0.0207%,
105597,用人单位,4,4,353,,3,0.0104%,
105613,可以说是,4,4,354,,6,0.0207%,
105650,管理工作,4,4,355,,5,0.0173%,
105676,法律法规,4,4,356,,71,0.2454%,
105763, 作品目录,5,4,357,,59,0.2040%,
105782,的重要性,4,4,358,,155,0.5358%,
105785, 连载平台,5,4,359,,48,0.1659%,
105799,的一部分,4,4,360,,13,0.0449%,
105835,没有什么,4,4,361,,4,0.0138%,
105933,实际情况,4,4,362,,1,0.0035%,
106053,人才培养,4,4,363,,40,0.1383%,
106081,党委书记,4,4,364,,1,0.0035%,
106199,觉得自己,4,4,365,,49,0.1694%,
106210,以下简称,4,4,366,,3,0.0104%,
106289,研究中心,4,4,367,,3,0.0104%,
106293,与此同时,4,4,368,,15,0.0519%,
106328,注意事项,4,4,369,,4,0.0138%,
106333, 作者简介,5,4,370,,3,0.0104%,
106340,公安机关,4,4,371,,14,0.0484%,
106425,数据显示,4,4,372,,63,0.2178%,
106487,中小企业,4,4,373,,5,0.0173%,
106502,一个人的,4,4,374,,36,0.1245%,
106535,科技创新,4,4,375,,16,0.0553%,
106593,交通运输,4,4,376,,18,0.0622%,
106599,这样一个,4,4,377,,1,0.0035%,
106607,了自己的,4,4,378,,3,0.0104%,
106615, 出版时间,5,4,379,,1,0.0035%,
106651,党员干部,4,4,380,,50,0.1728%,
106658,金融机构,4,4,381,,45,0.1556%,
106665,劳动合同,4,4,382,,24,0.0830%,
106730,除此之外,4,4,383,,127,0.4390%,
106781,如果没有,4,4,384,,92,0.3180%,
106791,身体健康,4,4,385,,145,0.5013%,
106810,已经成为,4,4,386,,85,0.2938%,
106842,就是一个,4,4,387,,1,0.0035%,
106876,人民医院,4,4,388,,10,0.0346%,
106878,。。。。,4,4,389,,1999,6.9105%,
106908,社会科学,4,4,390,,1,0.0035%,
107142,还有一个,4,4,391,,99,0.3422%,
107238,核酸检测,4,4,392,,50,0.1728%,
107263,这个世界,4,4,393,,115,0.3976%,
107267,这些问题,4,4,394,,60,0.2074%,
107268,合法权益,4,4,395,,34,0.1175%,
107274,脱贫攻坚,4,4,396,,43,0.1487%,
107311,为什么要,4,4,397,,7,0.0242%,
107338,建设工程,4,4,398,,1,0.0035%,
107344,课堂教学,4,4,399,,64,0.2212%,
107419,高等教育,4,4,400,,89,0.3077%,
107463,过程中的,4,4,401,,19,0.0657%,
107568,不断提高,4,4,402,,47,0.1625%,
107585,充分利用,4,4,403,,9,0.0311%,
107616,管理人员,4,4,404,,3,0.0104%,
107620,消费者的,4,4,405,,74,0.2558%,
107643,可以看到,4,4,406,,10,0.0346%,
107644,建设项目,4,4,407,,1,0.0035%,
107662,食品安全,4,4,408,,1,0.0035%,
107679,建筑工程,4,4,409,,1,0.0035%,
107713,公共服务,4,4,410,,8,0.0277%,
107740,平方公里,4,4,411,,96,0.3319%,
107805,少数民族,4,4,412,,3,0.0104%,
107856,有关规定,4,4,413,,13,0.0449%,
107860,不仅仅是,4,4,414,,45,0.1556%,
107901,自然资源,4,4,415,,1,0.0035%,
107999,领导干部,4,4,416,,1,0.0035%,
108008,绝大多数,4,4,417,,33,0.1141%,
108018,等方面的,4,4,418,,21,0.0726%,
108021,生产经营,4,4,419,,1,0.0035%,
108025,不一样的,4,4,420,,18,0.0622%,
108057,进行分析,4,4,421,,40,0.1383%,
108073, 图书目录,5,4,422,,5,0.0173%,
108083,各项工作,4,4,423,,4,0.0138%,
108115,经济增长,4,4,424,,1,0.0035%,
108119,对自己的,4,4,425,,3,0.0104%,
108148,万平方米,4,4,426,,77,0.2662%,
108155,主要包括,4,4,427,,1,0.0035%,
108184,生活中的,4,4,428,,1,0.0035%,
108216,一带一路,4,4,429,,50,0.1728%,
108231,如果我们,4,4,430,,3,0.0104%,
108249,地理位置,4,4,431,,45,0.1556%,
108276,科技大学,4,4,432,,1,0.0035%,
108324,管理办法,4,4,433,,9,0.0311%,
108332,清华大学,4,4,434,,55,0.1901%,
108353,违法行为,4,4,435,,24,0.0830%,
108376,技术服务,4,4,436,,1,0.0035%,
108417,高度重视,4,4,437,,7,0.0242%,
108424,教育教学,4,4,438,,1,0.0035%,
108498,从来没有,4,4,439,,7,0.0242%,
108515,职业生涯,4,4,440,,7,0.0242%,
108520,个百分点,4,4,441,,8,0.0277%,
108532,地方政府,4,4,442,,7,0.0242%,
108567,的可能性,4,4,443,,8,0.0277%,
108601,管理制度,4,4,444,,111,0.3837%,
108611,市场经济,4,4,445,,1,0.0035%,
108630,项目建设,4,4,446,,1,0.0035%,
108652,很多时候,4,4,447,,15,0.0519%,
108695,合作伙伴,4,4,448,,33,0.1141%,
108758,理工大学,4,4,449,,1,0.0035%,
108789,结果表明,4,4,450,,13,0.0449%,
108805,资本主义,4,4,451,,7,0.0242%,
108826,我不知道,4,4,452,,7,0.0242%,
108879,医疗机构,4,4,453,,39,0.1348%,
108883,商业银行,4,4,454,,6,0.0207%,
108900,中共中央,4,4,455,,5,0.0173%,
108920,工程建设,4,4,456,,1,0.0035%,
108927,的前提下,4,4,457,,12,0.0415%,
108965,咨询服务,4,4,458,,1,0.0035%,
108985,千万不要,4,4,459,,43,0.1487%,
108990,技术人员,4,4,460,,1,0.0035%,
109010,电子产品,4,4,461,,15,0.0519%,
109033,工作会议,4,4,462,,12,0.0415%,
109035,职业教育,4,4,463,,1,0.0035%,
109061,党组成员,4,4,464,,10,0.0346%,
109114,管理部门,4,4,465,,1,0.0035%,
109125,成为一个,4,4,466,,1,0.0035%,
109127,可以选择,4,4,467,,1,0.0035%,
109169,一般来说,4,4,468,,12,0.0415%,
109180,积极参与,4,4,469,,22,0.0761%,
109199,爸爸妈妈,4,4,470,,29,0.1003%,
109246, 出生日期,5,4,471,,14,0.0484%,
109270,未成年人,4,4,472,,9,0.0311%,
109328,占地面积,4,4,473,,5,0.0173%,
109376,北京大学,4,4,474,,79,0.2731%,
109424,也是一个,4,4,475,,15,0.0519%,
109442,产品质量,4,4,476,,5,0.0173%,
109450,把自己的,4,4,477,,44,0.1521%,
109451,心理健康,4,4,478,,8,0.0277%,
109465,管理系统,4,4,479,,1,0.0035%,
109469,意识形态,4,4,480,,63,0.2178%,
109604,就可以了,4,4,481,,7,0.0242%,
109608,因为他们,4,4,482,,178,0.6153%,
109629,不断提升,4,4,483,,1,0.0035%,
109667,党组书记,4,4,484,,1,0.0035%,
109687,安全隐患,4,4,485,,14,0.0484%,
109692,组织开展,4,4,486,,1,0.0035%,
109721,快速发展,4,4,487,,41,0.1417%,
109743,引导学生,4,4,488,,3,0.0104%,
109768,每个人的,4,4,489,,1,0.0035%,
109776,工作经验,4,4,490,,7,0.0242%,
109795,养老保险,4,4,491,,69,0.2385%,
109801,研究表明,4,4,492,,1,0.0035%,
109831,信息系统,4,4,493,,1,0.0035%,
109839,就是这样,4,4,494,,4,0.0138%,
109846, 连载状态,5,4,495,,6,0.0207%,
109856,一直以来,4,4,496,,68,0.2351%,
109887,马来西亚,4,4,497,,6,0.0207%,
109914,控制系统,4,4,498,,13,0.0449%,
109930,结合起来,4,4,499,,1,0.0035%,
109952,是连载于,4,4,500,,3,0.0104%,
109959,实践活动,4,4,501,,1,0.0035%,
109973,经济效益,4,4,502,,50,0.1728%,
109998,确诊病例,4,4,503,,82,0.2835%,
110014,机械设备,4,4,504,,14,0.0484%,
110051,技术创新,4,4,505,,1,0.0035%,
110056,工程施工,4,4,506,,7,0.0242%,
110079,作为一种,4,4,507,,1,0.0035%,
110094,这些都是,4,4,508,,22,0.0761%,
110112,集团公司,4,4,509,,1,0.0035%,
110116,中的应用,4,4,510,,3,0.0104%,
110118,医疗器械,4,4,511,,40,0.1383%,
110120,告诉我们,4,4,512,,43,0.1487%,
110162,创新创业,4,4,513,,5,0.0173%,
110183,轨道交通,4,4,514,,9,0.0311%,
110250,结果显示,4,4,515,,1,0.0035%,
110263,用自己的,4,4,516,,1,0.0035%,
110274,行政处罚,4,4,517,,9,0.0311%,
110294,接下来的,4,4,518,,63,0.2178%,
110316,我们需要,4,4,519,,1,0.0035%,
110334,重要作用,4,4,520,,1,0.0035%,
110352,智能手机,4,4,521,,98,0.3388%,
110364,可以根据,4,4,522,,1,0.0035%,
110367,交通事故,4,4,523,,23,0.0795%,
110368,可以帮助,4,4,524,,66,0.2282%,
110379,还有很多,4,4,525,,4,0.0138%,
110386,只有一个,4,4,526,,62,0.2143%,
110398,告诉记者,4,4,527,,7,0.0242%,
110447,那个时候,4,4,528,,64,0.2212%,
110450,保险公司,4,4,529,,1,0.0035%,
110503,只是一个,4,4,530,,13,0.0449%,
110515,我们必须,4,4,531,,11,0.0380%,
110522,服务平台,4,4,532,,1,0.0035%,
110540,尤其是在,4,4,533,,31,0.1072%,
110583,黑龙江省,4,4,534,,104,0.3595%,
110599,了一定的,4,4,535,,3,0.0104%,
110627,资本市场,4,4,536,,3,0.0104%,
110677,操作系统,4,4,537,,23,0.0795%,
110707,了一系列,4,4,538,,48,0.1659%,
110716,管理体系,4,4,539,,8,0.0277%,
110727,由此可见,4,4,540,,6,0.0207%,
110782,众所周知,4,4,541,,44,0.1521%,
110838,农业农村,4,4,542,,8,0.0277%,
110916,为进一步,4,4,543,,1,0.0035%,
110928,也是一种,4,4,544,,1,0.0035%,
110937,发展规划,4,4,545,,32,0.1106%,
110950,消防安全,4,4,546,,4,0.0138%,
110961,我们应该,4,4,547,,51,0.1763%,
111005,作为一名,4,4,548,,8,0.0277%,
111022,阿里巴巴,4,4,549,,44,0.1521%,
111046,哈哈哈哈,4,4,550,,19,0.0657%,
111056,意义上的,4,4,551,,14,0.0484%,
